ID;Name;FullName;Age;Height;Weight;Nationality;Overall;Potential;Growth;TotalStats;BaseStats;BestPosition;Club;ValueEUR;WageEUR;ReleaseClause;ContractUntil;ClubJoined;PreferredFoot
225811;M. Moreno;Marlos Moreno;25;171;66;Colombia;68;71;3;1624;357;RM;Manchester City;1600000;35000;3100000;2023;2016;Right
214035;J. Mart�nez;Jefersson Mart�nez;28;184;82;Colombia;68;70;2;1117;376;GK;Junior FC;1000000;500;2300000;2022;2022;Right
186130;J. Chester;James Chester;33;180;75;Wales;68;68;0;1653;340;CB;Derby County;575000;3000;1000000;2023;2022;Right
184338;G. Bellusci;Giuseppe Bellusci;32;184;80;Italy;68;68;0;1709;359;CB;Ascoli;775000;2000;1200000;2024;2022;Right
238330;L. Shengelia;Levan Shengelia;26;185;77;Georgia;68;69;1;1562;350;RM;Oud-Heverlee Leuven;1400000;6000;2100000;2023;2021;Left
200443;B. Douglas;Barry Douglas;32;176;70;Scotland;68;68;0;1912;391;LB;Lech Pozna?;825000;4000;1200000;2023;2021;Left
189619;K. Smith;Korey Smith;31;183;78;England;68;68;0;1846;395;CDM;Derby County;1000000;4000;1800000;2024;2022;Right
224302;M. Wieteska;Mateusz Wieteska;25;187;82;Poland;68;73;5;1545;328;CB;Clermont Foot 63;1600000;7000;3300000;2026;2022;Right
207805;L. Sadiku;Loret Sadiku;30;181;72;Albania;68;68;0;1763;348;CDM;Hammarby IF;1000000;3000;1300000;2024;2022;Right
213949;K. Wriedt;Kwasi Wriedt;27;188;82;Ghana;68;68;0;1684;357;ST;Holstein Kiel;1300000;9000;2000000;2025;2022;Left
234941;C. Pring;Cameron Pring;24;185;71;England;68;72;4;1731;381;LB;Bristol City;1600000;11000;3200000;2024;2016;Left
240829;E. Amenyido;Etienne Amenyido;24;180;75;Togo;68;74;6;1757;383;ST;FC St. Pauli;1900000;7000;3400000;2025;2021;Right
235633;Y. Diouf;Yehvann Diouf;22;184;74;France;68;76;8;1070;387;GK;Stade de Reims;2300000;6000;5100000;2023;2019;Right
202686;N. Wells;Nahki Wells;32;170;69;Bermuda;68;68;0;1823;377;ST;Bristol City;975000;15000;1900000;2023;2020;Right
224702;Liu Dianzuo;Dianzuo Liu;32;190;81;China PR;68;68;0;1262;385;GK;Wuhan Three Towns;600000;6000;930000;2027;2022;Right
230846;R. Charles-Cook;Regan Charles-Cook;25;175;69;Grenada;68;71;3;1798;395;RM;KAS Eupen;1600000;5000;2400000;2025;2022;Right
235966;G. Go�i;Gonzalo Go�i;23;187;83;Argentina;68;75;7;1478;322;CB;Arsenal de Sarand�;2200000;4000;0;2022;2020;Right
176062;S. Kljestan;Sacha Kljestan;36;185;77;United States;68;68;0;1805;364;CM;LA Galaxy;375000;3000;563000;2022;2019;Right
253886;J. Acosta;Juan Acosta;28;173;71;Uruguay;68;68;0;1735;365;RB;Montevideo Wanderers;1100000;500;2400000;2022;2022;Right
262335;E. Tav?an;Elayis Tav?an;21;183;74;Netherlands;68;77;9;1662;361;CAM;N.E.C. Nijmegen;2700000;4000;4500000;2023;2020;Left
215487;G. Engvall;Gustav Engvall;26;184;85;Sweden;68;71;3;1671;366;ST;KV Mechelen;1600000;7000;2500000;2024;2018;Right
225983;S. Mpontshane;Siyabonga Mpontshane;36;183;79;South Africa;68;68;0;1243;386;GK;Orlando Pirates;130000;500;286000;2023;2015;Left
240319;T. Tillman;Timothy Tillman;23;183;74;Germany;68;75;7;1710;372;CAM;SpVgg Greuther F�rth;2400000;4000;4300000;2023;2020;Right
182207;D. Stockdale;David Stockdale;36;191;84;England;68;68;0;1149;370;GK;Sheffield Wednesday;130000;3000;228000;2023;2022;Right
264384;K. Peprah;Kwame Peprah;21;160;75;Ghana;68;79;11;1770;376;ST;Orlando Pirates;2700000;500;6500000;2024;2021;Left
243904;I. Pherai;Immanuel Pherai;21;175;74;Netherlands;68;77;9;1687;353;CAM;Eintracht Braunschweig;2700000;5000;4700000;2024;2022;Right
248000;E. Pap;Eduard Pap;28;182;82;Romania;68;70;2;950;370;GK;FC Boto?ani;1000000;4000;1400000;2023;2017;Right
220609;V. Vada;Valent�n Vada;26;175;71;Argentina;68;69;1;1946;404;CM;Real Zaragoza;1400000;5000;2300000;2023;2021;Right
236993;N. Lima;Nick Lima;27;175;79;United States;68;68;0;1856;404;RB;Austin FC;1200000;3000;1800000;2022;2021;Right
238273;J. Markovi?;Jovan Markovi?;21;183;75;Romania;68;76;8;1696;366;ST;Universitatea Craiova;2700000;6000;4200000;2023;2017;Right
252865;Iker Losada;Iker Losada Aragunde;20;175;70;Spain;68;78;10;1600;343;ST;RC Celta de Vigo;2700000;8000;6200000;2023;2019;Right
255169;J. Recalde;Jorge Recalde;30;178;83;Paraguay;68;68;0;1616;341;ST;Club Olimpia;1200000;500;2600000;2025;2020;Right
259521;Terrats;Ram�n Terrats Espacio;21;181;71;Spain;68;78;10;1693;360;CDM;Girona FC;2600000;7000;6200000;2024;2020;Left
224194;N. Zoloti?;Nermin Zoloti?;28;188;77;Bosnia and Herzegovina;68;69;1;1769;377;CDM;Casa Pia;1100000;3000;2300000;2023;2020;Right
241858;A. Bamba;Axel Bamba;22;185;89;C�te d'Ivoire;68;77;9;1612;364;CB;Paris FC;2500000;3000;5000000;2023;2018;Right
248258;C. Zavala;Cristi�n Zavala;22;172;71;Chile;68;77;9;1678;366;RM;Colo-Colo;2700000;500;6500000;2024;2022;Right
251842;M. ?tef?nescu;Marius ?tef?nescu;23;173;66;Romania;68;74;6;1850;400;LM;Sepsi OSK Sf. Gheorghe;1900000;6000;2900000;2023;2019;Left
262333;Y. Kallon;Yayah Kallon;21;175;72;Sierra Leone;68;82;14;1680;367;ST;Genoa;3000000;2000;6700000;2026;2021;Left
222396;D. Ball;Dominic Ball;26;185;75;England;68;71;3;1661;359;CDM;Ipswich Town;1400000;6000;2600000;2024;2022;Right
211388;L. Ghiringhelli;Luca Ghiringhelli;30;181;78;Italy;68;68;0;1729;377;RB;Ternana;1000000;2000;1600000;2024;2021;Right
250805;D. Abels;Dirk Abels;25;181;77;Netherlands;68;71;3;1647;361;RB;Sparta Rotterdam;1500000;4000;2300000;2023;2019;Right
269492;Jo�o Batxi;Jo�o Pedro Fortes Bachiessa;24;174;64;Angola;68;72;4;1736;376;ST;GD Chaves;1700000;4000;3600000;2023;2019;Right
222388;Paulo Azzi;Paulo Daniel Azzi Dentello;27;188;78;Brazil;68;68;0;1712;374;LW;Modena;1300000;2000;2000000;2023;2021;Right
222900;W. Hahn;Warner Hahn;30;190;88;Suriname;68;69;1;1275;388;GK;IFK G�teborg;900000;2000;1200000;2022;2022;Right
230836;E. Reitan;Erlend Dahl Reitan;24;180;74;Norway;68;71;3;1750;381;RWB;Rosenborg BK;1500000;3000;2000000;2023;2016;Right
234164;F�bio China;F�bio Diogo Agrela Ferreira;29;179;72;Portugal;68;68;0;1694;359;LB;Clube Sport Mar�timo;1100000;5000;2300000;2023;2015;Left
239028;A. Koita;Aboubakary Koita;23;175;73;Belgium;68;75;7;1858;401;CAM;Sint-Truidense VV;2400000;6000;4000000;2025;2021;Right
242612;E. Chilufya;Edward Chilufya;22;171;65;Zambia;68;78;10;1633;350;RW;FC Midtjylland;2700000;10000;4099999;2026;2022;Right
193716;D. Wilson;Danny Wilson;30;188;79;Scotland;68;68;0;1554;341;CB;Colorado Rapids;1000000;3000;1500000;2023;2018;Left
209333;C. Maxwell;Chris Maxwell;31;185;74;Wales;68;68;0;1126;381;GK;Blackpool;650000;5000;1200000;2023;2020;Right
214965;C. Ria�o;Claudio Ria�o;33;179;79;Argentina;68;68;0;1700;356;ST;Club Atl�tico Central C�rdoba;775000;6000;1100000;2022;2020;Right
223157;A. Novakovich;Andrija Novakovich;25;192;78;United States;68;73;5;1577;347;ST;Venezia FC;1800000;2000;3000000;2026;2022;Right
244661;Vitinho;Victor da Silva;22;175;73;Brazil;68;77;9;1751;383;RWB;Burnley;2600000;13000;5500000;2026;2022;Right
245429;J. Atanasov;Jani Atanasov;22;184;77;North Macedonia;68;75;7;1817;389;CM;Hajduk Split;2300000;500;5500000;2023;2020;Right
231094;J. Rojas;Juan Diego Rojas;29;167;66;Ecuador;68;68;0;1734;375;RM;Delf�n Sporting Club;1200000;500;2600000;2022;2019;Right
179899;A. Sk�lason;Ari Sk�lason;35;171;64;Iceland;68;68;0;1866;384;LWB;IFK Norrk�ping;375000;2000;469000;2023;2021;Left
208311;S. Branca;Simone Branca;30;179;70;Italy;68;68;0;1875;397;CM;Cittadella;1200000;2000;1900000;2023;2018;Right
233911;Matos;Jos� Joaqu�n Matos Garc�a;27;166;61;Spain;68;69;1;1749;367;LB;Burgos CF;1300000;3000;2100000;2023;2021;Left
238519;H. Al Shamrani;Hamdan Al Shamrani;25;178;77;Saudi Arabia;68;71;3;1835;401;LB;Al Ittihad;1500000;13000;2700000;2023;2019;Left
253623;R. S�nchez;Ronaldo S�nchez;25;175;70;Bolivia;68;71;3;1876;405;LM;Club Deportivo Oriente Petrolero;1600000;500;3600000;2022;2020;Right
230072;R. Baji?;Riad Baji?;28;189;80;Bosnia and Herzegovina;68;68;0;1569;335;ST;GZT Giresunspor;1200000;7000;2300000;2024;2022;Left
204217;C. Wyke;Charlie Wyke;29;188;80;England;68;68;0;1723;357;ST;Wigan Athletic;1200000;6000;2200000;2024;2021;Right
204729;Afonso Taira;Afonso Miguel Vilhena Taira;30;177;67;Portugal;68;68;0;1754;363;CDM;Casa Pia;1000000;2000;2100000;2023;2021;Right
213433;F. Tobio;Fernando Tobio;32;186;80;Argentina;68;68;0;1514;324;CB;Club Atl�tico Hurac�n;775000;5000;1200000;2022;2022;Right
184249;L. Van Eenoo;Lukas Van Eenoo;31;175;67;Belgium;68;68;0;1881;382;CM;KVC Westerlo;1000000;6000;1500000;2025;2018;Left
188601;A. Coeff;Alexandre Coeff;30;185;74;France;68;68;0;1823;372;CDM;AJ Auxerre;1000000;7000;2000000;2023;2019;Right
221626;D. Lowe;Damion Lowe;29;190;79;Jamaica;68;69;1;1502;336;CB;Inter Miami CF;1100000;4000;1700000;2023;2022;Right
235450;Domingos Quina;Domingos Quina;22;175;66;Portugal;68;77;9;1734;366;CAM;Watford;2700000;14000;5700000;2024;2018;Right
204987;B. Blume;Bror Blume;30;178;73;Denmark;68;68;0;1884;400;CM;WSG Tirol;1200000;5000;1700000;2023;2021;Right
252866;Carreira;Sergio Carreira Vilari�o;21;170;67;Spain;68;77;9;1583;335;RB;Villarreal Club de F�tbol B;2600000;6000;0;2023;2019;Right
229267;P. Hercher;Philipp Hercher;26;182;80;Germany;68;69;1;1817;400;RM;1. FC Kaiserslautern;1400000;6000;2300000;2024;2019;Right
232699;L. Comas;Lautaro Comas;27;173;74;Argentina;68;68;0;1638;347;LM;Guaire�a FC;1300000;500;2800000;2023;2013;Right
211671;J. Rado�evi?;Josip Rado�evi?;28;180;78;Croatia;68;69;1;1767;370;CDM;Br�ndby IF;1200000;6000;1600000;2025;2018;Right
213614;S. Gustafson;Samuel Gustafson;27;186;80;Sweden;68;69;1;1779;379;CM;BK H�cken;1400000;3000;1900000;2024;2021;Right
234350;Viti Rozada;V�ctor �lvarez Rozada;24;170;64;Spain;68;74;6;1753;384;RM;Real Oviedo;1900000;4000;3400000;2024;2015;Right
197231;K. Babacar;Khouma Babacar;29;185;85;Senegal;68;68;0;1666;351;ST;F.C. K�benhavn;1200000;11000;1600000;2025;2022;Right
222319;J. Angulo;Jeison Angulo;26;184;79;Colombia;68;71;3;1661;371;LWB;Club Deportes Tolima;1500000;500;3400000;2022;2021;Left
235375;A. Quintana;Aldair Quintana;27;195;92;Colombia;68;71;3;944;354;GK;Atl�tico Nacional;1200000;500;2700000;2023;2020;Left
188271;F. Ayit�;Floyd Ayit�;33;175;73;Togo;68;68;0;1781;379;LM;Valenciennes FC;750000;3000;1300000;2023;2021;Right
267888;C. Sosa;Carlos Sosa;26;172;72;Venezuela;68;68;0;1750;378;LM;Metropolitanos de Caracas FC;1300000;500;2800000;2022;2022;Left
208752;R. Edwards;Ryan Edwards;28;195;76;England;68;68;0;1508;323;CB;Dundee United;1000000;3000;1800000;2023;2020;Right
222576;Pleguezuelo;Julio Jos� Pleguezuelo Selva;25;180;70;Spain;68;71;3;1685;361;CB;FC Twente;1400000;5000;2200000;2023;2019;Right
223344;Wei Shihao;Shihao Wei;27;178;65;China PR;68;69;1;1824;390;RM;Guangzhou FC;1400000;5000;2300000;2023;2019;Right
224368;M. Doumbia;Moussa Doumbia;27;173;68;Mali;68;68;0;1757;373;LM;FC Sochaux-Montb�liard;1300000;4000;2300000;2025;2022;Right
228464;Kim Jin Hyuk;Jin Hyuk Kim;29;187;78;Korea Republic;68;68;0;1769;379;CB;Daegu FC;1000000;4000;1300000;2023;2017;Right
252926;Jo�o Correia;Jo�o Pedro Ara�jo Correia;25;175;62;Portugal;68;71;3;1724;367;RWB;GD Chaves;1500000;3000;3200000;2023;2020;Right
223230;B. Mitrea;Bogdan Mitrea;34;185;79;Romania;68;68;0;1723;355;CB;Sepsi OSK Sf. Gheorghe;400000;5000;540000;2023;2020;Left
211966;M. Romeo;Mahlon Romeo;26;178;73;Antigua and Barbuda;68;70;2;1762;385;RB;Cardiff City;1400000;12000;2700000;2025;2022;Right
190461;B. Sigur�arson;Bj�rn Bergmann Sigur�arson;31;185;81;Iceland;68;68;0;1790;378;ST;Molde FK;1000000;4000;1300000;2022;2021;Right
248061;C. B?rbu?;Cristi B?rbu?;27;166;60;Romania;68;68;0;1694;369;RW;Sepsi OSK Sf. Gheorghe;1300000;6000;1800000;2023;2021;Right
239357;C. Gebauer;Christian Gebauer;28;187;75;Austria;68;68;0;1733;390;RM;DSC Arminia Bielefeld;1200000;8000;1900000;2023;2020;Right
225533;C. Bedia;Chris Bedia;26;190;74;C�te d'Ivoire;68;71;3;1698;369;ST;Servette FC;1600000;8000;2400000;2024;2022;Left
202749;Kim Oh Gyu;Oh Gyu Kim;33;182;75;Korea Republic;68;68;0;1728;364;CB;Jeju United FC;575000;3000;719000;2022;2020;Right
254204;P. Reyna;Paolo Reyna;20;183;77;Peru;68;77;9;1677;362;LB;FBC Melgar;2500000;500;5900000;2022;2019;Left
251644;Odei;Odei Onaindia Zabala;32;180;71;Spain;68;68;0;1536;332;CB;Hyderabad FC;775000;850;1000000;2026;2022;Right
217852;K. Molino;Kevin Molino;32;173;70;Trinidad and Tobago;68;68;0;1833;387;CF;Columbus Crew;950000;4000;1400000;2022;2021;Right
209660;S. Magnasco;Stefano Magnasco;29;175;72;Chile;68;68;0;1790;392;RB;Uni�n Espa�ola;1100000;500;2400000;2022;2021;Right
200700;A. Merkel;Alexander Merkel;30;179;72;Kazakhstan;68;68;0;1888;393;CM;Gazi?ehir Gaziantep F.K.;1000000;7000;2000000;2023;2021;Right
259579;S. Rodr�guez;Salom�n Rodr�guez;22;187;76;Uruguay;68;78;10;1631;342;ST;Godoy Cruz;2700000;5000;4600000;2026;2022;Left
189691;D. Ball;David Ball;32;183;75;England;68;68;0;1878;400;ST;Wellington Phoenix;975000;2000;1200000;2025;2019;Right
246267;D. Kotarski;Dominik Kotarski;22;189;75;Croatia;68;78;10;1019;363;GK;PAOK;2300000;500;5500000;2026;2022;Right
237563;A. Badji;Aliou Badji;24;189;75;Senegal;68;74;6;1658;372;ST;Amiens SC;1900000;3000;3700000;2025;2022;Right
210798;A. Kamara;Alhaji Kamara;28;180;73;Sierra Leone;68;68;0;1727;372;ST;Randers FC;1200000;7000;1500000;2024;2019;Right
262510;Turrientes;Be�at Turrientes Imaz;20;181;70;Spain;68;80;12;1799;368;CM;Real Sociedad;2900000;9000;6700000;2027;2022;Right
192365;S. Bidaoui;Soufiane Bidaoui;32;176;63;Morocco;68;68;0;1692;358;LW;Ascoli;950000;2000;1500000;2024;2021;Right
209667;K. Triantafyllopoulos;Konstantinos Triantafyllopoulos;29;186;81;Greece;68;68;0;1533;334;CB;Pogo? Szczecin;1000000;4000;1400000;2023;2019;Right
211723;T. Knipping;Tim Knipping;29;191;90;Germany;68;68;0;1495;325;CB;SG Dynamo Dresden;1000000;4000;1500000;2023;2020;Left
210688;A. Trondsen;Anders Trondsen;27;183;78;Norway;68;69;1;1922;408;LB;Trabzonspor;1300000;12000;2600000;2024;2020;Left
236288;I. Mathew;Ifeanyi Mathew;25;173;70;Nigeria;68;71;3;1933;413;RWB;Lillestr�m SK;1600000;2000;2100000;2022;2016;Right
236800;I. Angulo;Iv�n Angulo;23;179;71;Colombia;68;74;6;1735;372;CAM;Orlando City Soccer Club;1900000;4000;3200000;2023;2022;Right
243456;B. White;Brian White;26;181;83;United States;68;70;2;1731;371;ST;Vancouver Whitecaps FC;1500000;4000;2400000;2023;2021;Right
248576;F. Flick;Florian Flick;22;190;79;Germany;68;78;10;1671;371;CDM;FC Schalke 04;2600000;8000;5200000;2024;2021;Right
209409;M. Marras;Manuel Marras;28;168;63;Italy;68;68;0;1625;341;RW;Bari;1200000;3000;1900000;2024;2020;Left
243201;�lex Dom�nguez;�lex Dom�nguez Romero;23;186;82;Spain;68;75;7;1115;377;GK;Uni�n Deportiva Las Palmas;2100000;3000;3800000;2024;2019;Right
212226;D. Nistor;Dan Nistor;34;174;74;Romania;68;68;0;1913;390;CM;Universitatea Craiova;550000;7000;743000;2023;2020;Right
223746;G. Stewart;Greg Stewart;32;178;73;Scotland;68;68;0;1708;362;CF;Mumbai City FC;975000;2000;1300000;2024;2022;Left
241410;E. Salcedo;Eddie Salcedo;20;178;74;Italy;68;79;11;1716;365;CF;Inter;2700000;17000;5000000;2024;2019;Right
242946;D. Afolayan;Dapo Afolayan;24;180;70;England;68;74;6;1797;393;RM;Bolton Wanderers;1900000;6000;3700000;2024;2021;Right
245762;A. Kutucu;Ahmed Kutucu;22;181;76;Turkey;68;75;7;1791;377;ST;SV Sandhausen;2500000;13000;0;2023;2021;Right
178417;C. Mulgrew;Charlie Mulgrew;36;191;80;Scotland;68;68;0;1838;373;CB;Dundee United;220000;2000;385000;2023;2021;Left
253549;K. Quevedo;Kevin Quevedo;25;177;75;Peru;68;71;3;1737;384;RM;FBC Melgar;1600000;500;3600000;2022;2021;Right
255473;N. Campisi;Nicol�s Campisi;25;186;88;Argentina;68;72;4;999;376;GK;Club Atl�tico Hurac�n;1300000;4000;2000000;2023;2021;Right
262642;Z. Amdouni;Zeki Amdouni;21;185;79;Switzerland;68;80;12;1803;387;ST;FC Basel 1893;3000000;7000;5100000;2024;2021;Right
247147;L. Miranda;Luis Miranda;24;175;70;Colombia;68;71;3;1582;351;RM;Club Deportes Tolima;1600000;500;3600000;2022;2020;Right
213612;H. Aiesh;Hosam Aiesh;27;180;72;Syria;68;68;0;1765;389;RM;IFK G�teborg;1300000;3000;1600000;2022;2019;Right
224876;M. Curado;Marcos Curado;27;187;80;Argentina;68;70;2;1483;317;CB;Perugia;1300000;2000;2100000;2022;2022;Right
226156;F. Valenzuela;Fernando Valenzuela;25;167;69;Argentina;68;70;2;1653;351;CAM;Barracas Central;1500000;5000;2300000;2022;2021;Left
226924;R. Kerschbaum;Roman Kerschbaum;28;180;75;Austria;68;68;0;1927;402;CM;SK Rapid Wien;1200000;12000;1800000;2025;2022;Right
234860;A. Cond�;Amara Cond�;25;173;67;Germany;68;72;4;1925;409;CM;1. FC Magdeburg;1700000;5000;2800000;2025;2021;Right
260204;A. Ramos;Alejandro Ramos;23;171;75;Peru;68;74;6;1603;350;RWB;FBC Melgar;1800000;500;4200000;2022;2020;Right
267629;R. Garro;Rodrigo Garro;24;174;70;Argentina;68;75;7;1692;357;CAM;Club Atl�tico Talleres;2400000;6000;4099999;2025;2022;Left
222573;A. Tello;Andr�s Tello;25;180;80;Colombia;68;73;5;1943;421;RM;Benevento;1800000;2000;3000000;2024;2018;Right
223085;L. Berry;Luke Berry;29;177;72;England;68;68;0;1890;397;CAM;Luton Town;1200000;14000;2300000;2023;2017;Right
235629;O. De Wolf;Ortwin De Wolf;25;190;85;Belgium;68;72;4;1019;379;GK;Royal Antwerp FC;1300000;6000;2000000;2024;2021;Left
212747;T. Mart�nez;Tom�s Mart�nez;27;170;61;Argentina;68;68;0;1830;375;CAM;Club Atl�tico Aldosivi;1300000;5000;1900000;2022;2022;Left
186115;K. Gibbs;Kieran Gibbs;32;180;73;England;68;68;0;1858;394;LB;Inter Miami CF;825000;3000;1200000;2022;2021;Left
259850;Y. Cuman�;Yoh�n Cuman�;26;176;70;Venezuela;68;71;3;1882;401;LM;Deportivo La Guaira FC;1500000;500;3300000;2022;2017;Left
202223;J. Meram;Justin Meram;33;185;75;Iraq;68;68;0;1886;397;LM;Real Salt Lake;750000;4000;1100000;2022;2020;Right
244464;E. Castillo;Eryc Castillo;27;175;82;Ecuador;68;68;0;1744;381;RM;Barcelona Sporting Club;1300000;550;2900000;2023;2021;Right
224496;G. Guti�rrez;Germ�n Guti�rrez;32;170;72;Colombia;68;68;0;1615;353;LB;Independiente Medell�n;825000;500;1800000;2022;2020;Left
220912;F. Jagie??o;Filip Jagie??o;24;180;70;Poland;68;72;4;1872;391;CAM;Genoa;1700000;2000;2800000;2023;2019;Right
212208;L. Galeano;Leonel Galeano;30;183;84;Argentina;68;68;0;1632;341;CB;FBC Melgar;1000000;500;2200000;2022;2022;Right
262384;P. Greil;Patrick Greil;25;184;75;Austria;68;71;3;1786;381;CAM;SK Rapid Wien;1600000;11000;2500000;2025;2022;Right
196848;�. �vila;�rven �vila;31;170;70;Peru;68;68;0;1726;358;ST;Club Sporting Cristal;1000000;500;2200000;2022;2020;Right
253167;F�lix Correia;F�lix Alexandre A. Sanches Correia;21;178;72;Portugal;68;80;12;1699;367;RM;Juventus;3000000;26000;5700000;2025;2020;Right
167663;F. Mart�nez;Facundo Mart�nez;37;180;76;Argentina;68;68;0;1768;368;CM;C.D. Universidad Cat�lica del Ecuador;375000;500;806000;2022;2011;Right
247278;A. Gutman;Andrew Gutman;25;181;72;United States;68;72;4;1697;376;LB;Atlanta United;1600000;3000;2500000;2023;2021;Left
198641;K. Zohore;Kenneth Zohore;28;194;96;Denmark;68;68;0;1518;336;ST;West Bromwich Albion;1200000;15000;2300000;2023;2019;Left
247022;J. Zetterstr�m;Jacob Widell Zetterstr�m;23;197;82;Sweden;68;76;8;903;366;GK;Djurg�rdens IF;2300000;2000;3300000;2025;2019;Right
234222;Cho Young Wook;Young Wook Cho;23;178;73;Korea Republic;68;77;9;1772;378;ST;FC Seoul;2700000;4000;3900000;2024;2018;Right
219118;N. Rinaldi;Nicol�s Rinaldi;31;190;79;Argentina;68;68;0;1818;390;CAM;Cienciano;1000000;500;2200000;2022;2022;Left
210926;A. Ateef;Abdullah Ateef;29;176;68;Saudi Arabia;68;68;0;1632;327;CDM;Al Hilal;1000000;14000;1700000;2023;2013;Right
268782;B. Al Rawi;Bassam Al Rawi;24;176;74;Qatar;68;75;7;1820;382;CB;Free agent;0;0;0;;2022;Right
251373;K. Klefisch;Kai Klefisch;22;188;81;Germany;68;74;6;1782;385;CB;SC Paderborn 07;1800000;7000;3200000;2025;2022;Right
228589;Raphael Guzzo;Raphael Greg�rio Guzzo;27;177;68;Portugal;68;69;1;1888;390;CAM;FC Vizela;1400000;3000;3000000;2023;2021;Right
214509;N. Palacios;Nicol�s Palacios;30;186;70;Colombia;68;68;0;1563;336;CDM;La Equidad;1000000;500;2200000;2022;2022;Right
193264;P. Farkas;Patrick Farkas;29;179;78;Austria;68;68;0;1845;396;RB;TSV Egger Glas Hartberg;1100000;4000;1600000;2024;2022;Right
217585;B. Kuipers;Bas Kuipers;27;180;74;Netherlands;68;69;1;1785;375;LB;Go Ahead Eagles;1300000;4000;2000000;2024;2020;Left
211848;B. Zolinski;Ben Zolinski;30;181;78;Germany;68;68;0;1892;405;LM;1. FC Kaiserslautern;1200000;6000;1900000;2023;2022;Right
238725;K. Tshiembe;Kevin Tshiembe;25;185;80;Denmark;68;72;4;1689;365;CB;Br�ndby IF;1500000;6000;2000000;2025;2021;Right
173703;R. Williams;Rhys Williams;33;187;78;Australia;68;68;0;1694;367;CB;Western Sydney Wanderers;575000;4000;719000;2023;2021;Right
214151;J. Mahecha;Juan Mahecha;34;174;80;Colombia;68;68;0;1884;376;CDM;La Equidad;400000;500;860000;2023;2016;Right
268679;B. Amione;Bruno Amione;20;187;90;Argentina;68;81;13;1552;340;CB;Hellas Verona;2700000;7000;6300000;2025;2020;Left
253830;H. Dorrego;Hugo Dorrego;29;175;73;Uruguay;68;68;0;1891;402;CM;Club Deportivo Oriente Petrolero;1200000;500;2600000;2022;2021;Right
246406;X. Arreaga;Xavier Arreaga;27;183;75;Ecuador;68;70;2;1509;330;CB;Seattle Sounders FC;1300000;3000;2000000;2022;2019;Right
239494;M. Thalhammer;Maximilian Thalhammer;24;190;80;Germany;68;72;4;1688;367;CDM;SSV Jahn Regensburg;1600000;5000;2600000;2025;2022;Right
258949;Jofre Carreras;Jofre Carreras Pag�s;21;175;70;Spain;68;77;9;1727;373;RM;RCD Espanyol de Barcelona;2700000;6000;6200000;2024;2020;Right
240773;R. Norrington-Davies;Rhys Norrington-Davies;23;181;70;Wales;68;76;8;1706;367;LWB;Sheffield United;2600000;9000;5500000;2024;2017;Left
236165;Paulo Daineiro;Paulo Bernard Daineiro Cruz;26;168;62;Brazil;68;68;0;1695;355;RW;Cear� Sporting Club;1300000;500;2900000;2025;2022;Right
224241;N. Olij;Nick Olij;26;188;74;Netherlands;68;72;4;1151;377;GK;Sparta Rotterdam;1300000;3000;2000000;2026;2022;Right
260740;J. Porozo;Jackson Porozo;21;192;84;Ecuador;68;77;9;1424;310;CB;ESTAC Troyes;2500000;5000;5500000;2027;2022;Right
255876;A. Trezza;Alfonso Trezza;23;166;59;Uruguay;68;77;9;1794;393;RM;Club Nacional de Football;2700000;500;6500000;2022;2020;Right
214916;F. Cordero;Fernando Cordero;34;172;74;Chile;68;68;0;1857;390;LB;Deportivo �ublense;450000;500;968000;2022;2021;Left
263556;Rodrigo Guth;Rodrigo Guth;21;191;80;Brazil;68;75;7;1581;340;CB;Fortuna Sittard;2300000;4000;3900000;2027;2022;Right
251779;G. Debeljuh;Gabriel Debeljuh;25;185;80;Croatia;68;72;4;1621;345;ST;CFR Cluj;1700000;7000;2500000;2024;2020;Right
251011;Kirian;Kirian Rodr�guez;26;180;73;Spain;68;71;3;1815;383;CAM;Uni�n Deportiva Las Palmas;1600000;4000;2700000;2023;2015;Right
232177;M. Ogbu;Moses Ogbu;31;185;83;Nigeria;68;68;0;1733;379;ST;Pohang Steelers;1000000;4000;1300000;2022;2022;Right
228593;V. Sierro;Vincent Sierro;26;187;79;Switzerland;68;71;3;1781;382;CM;BSC Young Boys;1600000;9000;2500000;2023;2019;Right
260332;R. Garc�s;Robert Garc�s;29;173;64;Venezuela;68;68;0;1782;372;CM;Deportivo T�chira FC;1200000;550;2600000;2022;2022;Right
258284;T. Pozzo;Tom�s Pozzo;21;168;68;Argentina;68;75;7;1736;369;CAM;Club Atl�tico Independiente;2500000;5000;4300000;2023;2020;Left
236268;P. Velasco;Pedro Velasco;29;173;77;Ecuador;68;68;0;1734;377;RB;Barcelona Sporting Club;1100000;500;2400000;2024;2013;Right
211173;S. Al Shehri;Saleh Al Shehri;28;183;77;Saudi Arabia;68;68;0;1635;343;ST;Al Hilal;1200000;16000;2000000;2024;2020;Right
235495;C. Karayel;Cebrail Karayel;27;176;75;Turkey;68;69;1;1807;385;RB;?ttifak Holding Konyaspor;1300000;7000;2700000;2024;2022;Right
255718;R. Sosa;Ram�n Sosa;22;178;75;Paraguay;68;78;10;1718;383;RM;Gimnasia y Esgrima La Plata;2700000;6000;4600000;2024;2022;Right
